insider_name,relationship_to_issuer,shares_bought,trade_date,transaction_type,shares,price_per_share,shares_owned_after_transaction,total_value,avg_book_price
Kress Colette,EVP & Chief Financial Officer,-9340.0,06/20/2025,S,9340.0,143.5441,3033326.0,1340701.8939999999,0.44199070393356993
Kress Colette,EVP & Chief Financial Officer,-14578.0,06/20/2025,S,14578.0,144.0359,3018748.0,2099755.3501999998,0.6955715913352157
Kress Colette,EVP & Chief Financial Officer,-5043.0,06/20/2025,S,5043.0,145.4132,3013705.0,733318.7675999999,0.2433279858513026
Kress Colette,EVP & Chief Financial Officer,-1539.0,06/20/2025,S,1539.0,145.9002,3012166.0,224540.40780000002,0.07454449980512362
Kress Colette,EVP & Chief Financial Officer,-3051.0,06/20/2025,S,3051.0,143.5452,180009.0,437956.4052,2.4329694915254234
Kress Colette,EVP & Chief Financial Officer,-4797.0,06/20/2025,S,4797.0,144.0371,175212.0,690945.9687000001,3.943485427367989
Kress Colette,EVP & Chief Financial Officer,-1662.0,06/20/2025,S,1662.0,145.4131,173550.0,241676.57219999997,1.392547232497839
Kress Colette,EVP & Chief Financial Officer,-490.0,06/20/2025,S,490.0,145.9034,173060.0,71492.666,0.41310912978157865
Kress Colette,EVP & Chief Financial Officer,-3020.0,06/20/2025,S,3020.0,143.5466,809914.0,433510.732,0.5352552641391556
Kress Colette,EVP & Chief Financial Officer,-4839.0,06/20/2025,S,4839.0,144.0401,805075.0,697010.0438999999,0.8657703243797161
Kress Colette,EVP & Chief Financial Officer,-1699.0,06/20/2025,S,1699.0,145.4132,803376.0,247057.0268,0.3075235341857362
Kress Colette,EVP & Chief Financial Officer,-442.0,06/20/2025,S,442.0,145.9123,802934.0,64493.2366,0.08032196494356945
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,4000.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,4000.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,733676.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,0.0,,,0.0,0.0,733676.0,0.0,0.0
Shoquist Debora,"EVP, Operations",-0.0,06/18/2025,F,0.0,144.12,0.0,0.0,0.0
Shoquist Debora,"EVP, Operations",0.0,,,0.0,0.0,0.0,0.0,0.0
Teter Timothy S.,"EVP, General Counsel and Sec",-0.0,06/18/2025,F,0.0,144.12,0.0,0.0,0.0
Teter Timothy S.,"EVP, General Counsel and Sec",0.0,,,0.0,0.0,0.0,0.0,0.0
Robertson Donald F Jr,Principal Accounting Officer,-0.0,06/18/2025,F,0.0,144.12,0.0,0.0,0.0
Robertson Donald F Jr,Principal Accounting Officer,-4500.0,06/20/2025,S,4500.0,143.6598,467625.0,646469.1,1.3824519647153166
COXE TENCH,Director,-1000000.0,06/09/2025,S,1000000.0,142.8046,26671360.0,142804600.0,5.354230155492633
COXE TENCH,Director,0.0,,,0.0,0.0,54368.0,0.0,0.0
COXE TENCH,Director,0.0,,,0.0,0.0,4852480.0,0.0,0.0
STEVENS MARK A,Director,-168849.0,06/06/2025,S,168849.0,141.8553,9045848.0,23952125.5497,2.647858503669308
STEVENS MARK A,Director,-190000.0,06/09/2025,S,190000.0,142.5091,8855848.0,27076728.999999996,3.057497034727786
